"Find School/District Results"

"OrganizationType","District","OrganizationCode","OrganizationName","Street","City","State","ZIP","Phone","Fax","Website","Education Program","Program Type","Inter-District Magnet","Pre Kindergarten","Kindergarten","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12"
"Nonpublic Elementary and Secondary Schools",,="0740161","Connecticut Junior Republic","550 Goshen Road","Litchfield","CT",="06759","860-567-9423","860-567-2670","http://www.ctjuniorrepublic.org","APSEP",,,="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="0576221","Convent of the Sacred Heart","1177 King Street","Greenwich","CT",="06831","203-532-3532","203-531-5206",,"Standard Non-Public",,,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="1020221","Cornerstone Baptist Academy","P.O. Box 25, 5 Rocky Hollow Road","North Stonington","CT",="06359","860-535-0208",,,"Standard Non-Public",,,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="8440221","Cornerstone School","665 Dyer Avenue","Cranston","RI",="02920","401-942-2388",,"http://www.accesspointri.org/","Standard Non-Public",,,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="1080182","Corporation for Public Management","75 Summit Street","Manchester","CT",="06040","413-536-5403 x216","413-420-0029",,"TVSP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools",,="1590121","Corpus Christi School","581 Silas Deane Highway","Wethersfield","CT",="06109","860-529-5487","860-257-9106",,"Standard Non-Public",,,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools",,="0325121","Covenant Academy","Box 231","Coventry","CT",="06238","860-871-4169",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="1425121","Covenant Academy","26 Deer Meadow","Tolland","CT",="06084","xxx-x-",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="1695221","Covenant Academy","Box 51","Woodstock","CT",="06281","860-871-4169",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="0645021","Covenant Preparatory School","135 Broad Street","Hartford","CT",="06105","860-547-0298","860-547-0361",,"Standard Non-Public",,,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools",,="8251221","Crossroads School for Children","11 Huron Drive","Natick","MA",="01760","508-651-7500","508-651-7510","http://www.crossroadsschoolma.org","Standard Non-Public",,,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="1160221","Crossway Christian Academy","250 East Putnam Road","Putnam","CT",="06260","860-963-3787","860-963-0623",,"Standard Non-Public",,,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools",,="8330161","Crotched Mountain Rehabilitation Center","1 Verney Drive","Greenfield","NH",="03047","603-547-3311",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="8253461","Curtis Blake School","979 Dickinson Street","Springfield","MA",="01108","413-205-3960",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="8350121","Del Rio Academy","50 Calle del Rio","Los Lunas","NM",="87031","505-866-9271",,,"Standard Non-Public",,,="0",="0",="0",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools",,="8251061","Devereaux","60 Miles Road, PO Box 219","Rutland","MA",="01543","508-886-4746",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="8120861","Devereaux Florida","5850 T. G. Lee Blvd, Suite 400","Orlando","FL",="32822","407-362-9210",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="8420461","Devereaux Kanner Center in West Chester","390 E. Boot Road","West Chester","PA",="19380","610-431-8100",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="8480121","Devereux - League City","1150 Devereux Drive","League City","TX",="77573","800-373-0011",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="8251421","Devereux Advanced Behavioral Health","60 Miles Road, P.O.Box 219","Rutland","MA",="01543","508-886-4746",,"http://www.devereuxma.org/","Standard Non-Public",,,="0",="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="1500161","Devereux Glenholme School","81 Sabbaday Lane","Washington","CT",="06793","860-868-7377","860-868-6711","http://www.theglenholmeschool.org/","APSEP",,,="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="1380321","Diocese of Bridgeport Schools Corp. D.B.A. St. James School","50 Harvey Place","Stratford","CT",="06615","203-375-5994","203-380-0749",,"Standard Non-Public",,,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools",,="0020482","Disability Resource Network, Inc.","230 Caroline Street","Derby","CT",="06483","203-732-0030","203-732-1070",,"TVSP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools",,="0150682","Disability Resource Network, Inc. - Bridgeport","1718 Capital Avenue","Bridgeport","CT",="06604","203-732-0030","203-732-1070",,"TVSP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools",,="0600282","Discover Learn Work Career Training Services - Ability Beyond","929 Boston Post Road","Guilford","CT",="06437","203-826-3099","860-410-1165",,"TVSP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools",,="1100182","Discover Learn Work Career Training Services - Ability Beyond","17 Farmington Ave","Plainville","CT",="06062","203-826-3099","860-410-1165",,"TVSP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools",,="0340721","Discover Learn Work Career Training Services – Ability Beyond","60 West Street","Danbury","CT",="06062","203-826-3099","860-410-1165",,"TVSP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools",,="8230261","ELAN","#5 Road PO Box 578","Poland Springs","ME",="04274","207-998-4666",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="0570161","Eagle Hill School","45 Glenville Road","Greenwich","CT",="06831","203-622-9240",,"http://www.eaglehillschool.org","APSEP",,,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0"
"Nonpublic Elementary and Secondary Schools",,="8250321","Eagle Hill School","242 Old Petersham Road","Hardwick","MA",="01037","413-477-6000",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="0642061","Eagle House Education Program","1680 Albany Avenue","Hartford","CT",="06105","860-297-0552","860-233-6454","http://www.thevillage.org","APSEP",,,="0",="0",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools",,="0776121","East Catholic High School","115 New State Road","Manchester","CT",="06042","860-649-5336","860-649-7191",,"Standard Non-Public",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="1040382","Easter Seals - Ct.","24 Stott Avenue","Norwich","CT",="06360","860-859-4148 x215",,,"TVSP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools",,="1640182","Easter Seals Capitol Region and Eastern Connecticut","22 Prestige Park Circle","East Hartford","CT",="06108","860-728-1061","860-728-1065",,"TVSP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools",,="1510182","Easter Seals Rehabilitation Center of Greater Waterbury","122 Avenue of Industry","Waterbury","CT",="06705","203-236-0188","203-237-0183",,"TVSP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools",,="8330861","Easter Seals of New Hampshire Robert B Jolicoeur School","1 Mammoth Road","Manchester","NH",="03109","603-623-8863",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="0720282","Eastern Community Development Corporation Day Program","111A Fredom Way","Niantic","CT",="06357","860-739-7907",,,"TVSP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools",,="0450182","Eastern Community Development Corporation Program","111A Freedom Way","Niantic","CT",="06357","860-739-7907 x12","860-739-1873",,"TVSP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools",,="0461221","Easton Country Day School","660 Morehouse Rd.","Easton","CT",="06612","203-268-5530","203-268-5863",,"Standard Non-Public",,,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="1010161","Elizabeth Ives School for Special Children","70 State Street","North Haven","CT",="06473","203-234-8770","203-234-7238","http://www.elizabethivesschool.org","APSEP",,,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="0935121","Elm City","235 Nicoll St.","New Haven","CT",="06511","203-865-8225",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="0940221","Emmanuel Christian Academy","569 Maple Hill Avenue","Newington","CT",="06111","860-666-8387","860-667-3261",,"Standard Non-Public",,,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="0100282","Employment Options, LLC","116 Main Street","Bethlehem","CT",="06751","203-888-3528","203-888-3529",,"TVSP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools",,="0490821","Enfield Christian School","182 Broad  Brook Road","Enfield","CT",="06083","860-749-5545",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="0490521","Enfield Montessori","1325 Enfield Street","Enfield","CT",="06082","860-745-5847","860-745-2010","http://www","Standard Non-Public",,,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools",,="8251261","Evergreen Center School","345 Fortune Blvd","Milford","MA",="01757","508-478-2631",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="1670121","Ezra Academy","75 Rimmon Road","Woodbridge","CT",="06525","203-389-5500","203-387-5607",,"Standard Non-Public",,,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools",,="8251361","F. L. Chamberlain School","1 Pleasant Street P.O.Box 778","Middleboro","MA",="02346","508-947-7825",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="0516121","Fairfield College-Preparatory","1073 North Benson Road","Fairfield","CT",="06824","203-254-4200","203-254-4108",,"Standard Non-Public",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="0510321","Fairfield Country Day School","2970 Bronson Road","Fairfield","CT",="06824","203-259-2723","203-259-3249",,"Standard Non-Public",,,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools",,="0152121","Fairfield County SDA School","827 Trumbull Avenue","Bridgeport","CT",="06606","203-374-3203","203-374-3203",,"Standard Non-Public",,,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools",,="0960921","Faith Preparatory School","600 Danbury Rd.,Suite 2","New Milford","CT",="06776","860-210-3685","860-210-3685","http://www","Standard Non-Public",,,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="8360121","Family Foundation School","431 Chapel Hill Road","Hancock","NY",="13783","845-887-5213",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="0040221","Farmington Valley Academy Montessori","150 Fisher Drive","Avon","CT",="06001","860-677-2403","866-215-4638",,"Standard Non-Public",,,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools",,="0931021","FlexSchool","97 Whitney Avenue","New Haven","CT",="06510","203-628-4018 x102",,"http://www","Standard Non-Public",,,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="0410121","Franklin Academy","140 River Rd.","East Haddam","CT",="06423","860-873-2700",,"http://www","Standard Non-Public",,,="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="0970121","Fraser Woods Montessori School","173 South Main Street","Newtown","CT",="06470","203-426-3390","203-426-0692",,"Standard Non-Public",,,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools",,="0230121","Fresh Start School","126 Dowd Avenue","Canton","CT",="06019","860-693-8809",,"http://focuscenterforautism.org/our-programs/freshstart/","APSEP",,,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="0510521","Fusion Academy Fairfield","2150 Post Road","Fairfield","CT",="06824","475-888-9256",,"http://fusionacademy.com","Standard Non-Public",,,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="0570521","Fusion Academy Greenwich","66 Gatehouse Road Stamford, CT 06902","Greenwich","CT",="06902","585-413-8637",,"http://fusionacademy.com","Standard Non-Public",,,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="0830821","Futures School-Middletown","158 Broad Street","Middletown","CT",="06457","860-347-5099","860-218-2853","https://futures-ct.org/futures-school/","APSEP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="0646061","Futures School-West Hartford","1030 New Britain Ave","West Hartford","CT",="06110","860-347-5099","860-218-2853","https://futures-ct.org/futures-school/","APSEP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="0830182","Futures, Inc.","158 Broad Street","Middletown","CT",="06457","860-347-5099","860-218-2853",,"TVSP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools",,="1550161","Gengras Center","1678 Asylum Avenue","West Hartford","CT",="06117","860-231-5616","860-231-6795","http://www.gengrascenter.org","APSEP",,,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="8421661","George Junior Republic","233 George Junior Rd","Grove City","PA",="16127","724-458-9330",,"http://www","Standard Non-Public",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0"
"Nonpublic Elementary and Secondary Schools",,="8251461","Germaine Lawrence School.","18 Claremont Avenue","Arlington","MA",="02474","781-648-6200",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="8360721","Gersh Academy","358 Hoffman Lane","Hauppage","NY",="11788","631-385-3342",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="0510261","Giant Steps CT School","309 Barberry Road","Southport","CT",="06890","203-254-3491","203-254-8510","http://giantstepsct.org","APSEP",,,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools",,="8254161","Gifford School","177 Boston Post Road","Weston","MA",="02493","781-899-9500",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="8420121","Glen Mills School","185 Glen Mills Road","Glen Mills","PA",="19342","610-459-8100",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="0150582","Goodwill Industries of Western and Northern Connecticut","165 Ocean Terrace","Bridgeport","CT",="06605","203-581-5316","203-581-5025",,"TVSP",,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools",,="8360621","Gow School","2491 Emery Road PO Box 85","South Wales","NY",="14139","716-652-3450",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="0641021","Grace Academy","277 Main Street","Hartford","CT",="06106","860-263-7535","860-206-0979",,"Standard Non-Public",,,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools",,="0960121","Grace Christian Academy","19 Dorwin Hill Road, Box 1138","New Milford","CT",="06776","860-355-3719",,,"Standard Non-Public",,,,,,,,,,,,,,,,
"Nonpublic Elementary and Secondary Schools",,="0640261","Grace S. Webb School","200 Retreat Avenue","Hartford","CT",="06106","860-545-7238","860-545-7037","https://instituteofliving.org/programs-services/the-webb-school-programs/","APSEP",,,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
