Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Restatement (Y or N),Unreserved_Fund_Bal,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,Population,Moody's_Bond_Ratings,area lmt,ACGLFY,EGL,TANF Recipients,empl,ACMR,enrollmt,RPA Identifier
MERIDEN,JG,2009,81,80,NH,104751737,-38240443,67336295,-1542003,69491660,104179020,187839033,106175816,14201046,183559446,714238,714238,217489,217489,4776336,-2018207,4776336,0,,80903298,80903298,984683,1000000,14251708,N,,Y,N,103280297,100430840,0.972410449206977,110204213,103034096,0.934937904778649,,,23.74,,5530244033.85,,0.103309619548407,27.96,9484.31,
MIDDLEBURY,JG,2009,82,81,NH,38289949,10702257,48992206,435352,888114,24723207,26625692,16817011,1011519,25867598,119928,119928,549868,549868,328154,-129454,328154,0,8578757.63,5824618,14403375.63,0,147000,3548817,N,,N,N,24709056,24344670,0.985252937222693,25149734,24569639,0.976934348490525,,,17.75,,1528310895.31,,0.070344129554656,23.21,1365.56,
MIDDLEFIELD,JG,2009,83,82,M,4618611,4726795,9345406,604777,2460323,11563257,14330020,10666570,393819,14120404,258340,258340,377274,377274,90682,150604,90682,0,5167625.16,5754014,10921639.16,7647,150000,979733,N,,N,N,11547990,11385060,0.985891051169944,11740657,11521453,0.98132949459302,,,12.7,,659706940.15,,0.069109075770192,25.92,736.04,
MIDDLETOWN,JG,2009,84,83,M,284755000,19138000,304889000,11752000,37046000,88788000,131212000,73443000,15397000,119054000,602000,602000,15836000,15836000,-3076000,603000,-3076000,0,,73845000,73845000,2108000,2429000,15850000,N,,N,Y,94820000,92382000,0.974288124868171,98208000,94050000,0.957661290322581,,,40.9,,5072231780,,0.075513035857737,25.5,5274.58,
MILFORD,JG,2009,85,84,NH,135747000,5254000,141261000,-7333000,24521000,147891000,179512000,106963000,9001000,176771000,0,22000,2105000,2105000,636000,2745000,658000,0,,76366000,76366000,3176000,3750000,19246000,N,,N,N,148212000,145060000,0.978733166005452,154157000,146828000,0.952457559501028,,,22.56,,7423848716.41,,0.07600523544273,28.23,7303.9,
MONROE,JG,2009,86,85,F,44771393,-1017505,43943380,-2091369,11609447,60629712,74119204,51546173,5789808,73747099,982331,22270211,948411,21569411,406025,-278748,1072905,0,,46931456,46931456,1054570,370000,4437817,N,,N,N,60656250,60054948,0.990086726429675,61454623,60562857,0.985489033103335,,,26.13,,3755749820.63,,0.069601203912716,28.68,4082.5,
MONTVILLE,jG,2009,87,86,NL,59522024,-2361506,57160518,10045643,18820066,31316231,55600098,35456530,5044891,58746734,22500,22500,229294,229294,-3353430,1816869,-3353430,0,,44458128,44458128,1946685,1350800,9008158,N,,N,N,31098748,30351203,0.975962215585013,32239590,30738432,0.953437435153487,,,42.01,,2202457899.53,,0.07258783663278,21,2842.42,
MORRIS,JG,2009,88,87,L,5367914,1592690,7050150,57882,753725,7188030,8150173,5706911,0,8030378,0,0,100000,100000,19795,194364,19795,0,1957552.16,0,1957552.16,0,225000,1068937,N,,N,N,7119934,7070694,0.993084205555838,7186457,7111885,0.989623259416984,,,17.190000000000001,,607499990.15,,0.080682699767261,20.6,367.97,
NAUGATUCK,JG,2009,89,88,NH,63173069,45931042,112078473,-7318995,37181315,63038783,108126932,62215605,10020957,105257094,481545,1262544,3645561,3645561,-294178,-108987,486821,0,,97205599,97205599,313696,950000,10159041,N,,N,N,63348046,60469539,0.954560445321392,70158982,62142918,0.88574429429435,,,16.39,,2913509728.57,,0.09773387565369,31.52,5049.97,
NEW BRITAIN,JG,2009,90,89,H,152453000,-54702000,100132000,-6112000,106705000,104141000,219909000,129357000,26346000,190516000,849000,849000,33367000,33367000,-3125000,2283000,-3125000,0,,181939000,181939000,2803000,0,10015000,N,,N,Y,103248000,99078000,0.959611808461181,113715000,102303000,0.899643846458251,,,13.34,,4266713050,,0.12024357391402,34.979999999999997,10814.58,
NEW CANAAN,JG,2009,91,90,F,93169385,17151892,110321277,3686004,7323442,106922056,119235356,73881559,12660976,119841324,2700000,75079436,76125,71555561,2017907,682841,2917907,0,,131012968,131012968,1387836,3138736,18307919,N,,N,N,106813692,105981225,0.992206364330146,108204165,106520782,0.984442530470061,,,22.13,,12598242853.21,,0.05883008356546,15.117000000000001,4106.2,
NEW FAIRFIELD,JG,2009,92,91,F,41899133,16490696,58389829,2490411,8424278,37916730,48169746,30966360,2363575,46158286,6430,6430,923267,923267,1094623,400542,1094623,0,,10820000,10820000,841840,0,8568034,N,,N,N,37727021,37447418,0.99258878669482,38077818,37710453,0.990352257054225,,,20.46,,2817408877.53,,0.071817337050312,20.64,3025.2,
NEW HARTFORD,BP,2009,93,92,L,10358650,4221104,14600909,852073,5069887,16773343,22150237,15697795,749772,21935713,340884,778884,681894,701894,-126486,738366,291514,0,3418097.29,5943000,9361097.29,0,482028,3394424,N,,N,N,16885851,16649176,0.985983827525187,17257263,16854200,0.976643862934696,,,37.020000000000003,,1029260516.6,,0.071354705274043,29,1157.25,
NEW HAVEN,JG,2009,94,93,NH,795545245,-148878781,659553961,62462667,226037552,203404742,469079142,192024547,63817389,473037191,0,4475580,0,0,-3958049,785708,517531,0,,505701901,505701901,0,0,16025789,N,,N,Y,204055698,199464168,0.97749864353212,209363327,201424014,0.962078778963997,,,18.850000000000001,,7593243863.36,,0.113646841862609,42.21,18074.310000000001,
NEW LONDON,JG,2009,95,95,NL,179410190,11603159,191013349,51813,38619961,39603264,83256703,42649594,3622534,82666423,129185,129185,777106,777106,-57641,-3241020,-57641,0,,23695551,23695551,0,0,6113860,N,,N,N,39393668,38486682,0.976976350615535,40660261,38972838,0.958499454787071,,,5.54,,2177713081.55,,0.096175799086758,30.89,3505.52,
NEW MILFORD,JG,2009,96,96,L,98035790,64449038,162484828,594969,21327588,67789789,93181501,61372519,4823366,92175246,1957693,17181294,1598232,17236317,1365716,-2634966,951232,0,,36925655,36925655,1923264,1242788,12774367,Y,,N,N,66946399,65612921,0.98008140811278,68862143,66595686,0.96708703939115,,,61.58,,4922456356.53,,0.071345101174734,22.22,4812.1099999999997,
NEWINGTON,JG,2009,97,94,H,56392000,24818000,81822000,1451000,21903000,73276000,97026000,60397000,2736000,91893000,284000,284000,4370000,4370000,1047000,938000,1047000,0,,17162000,17162000,1947000,2000000,16691000,N,,N,N,72940000,72143000,0.98907321085824,73782000,72553000,0.983342820742186,,,13.17,,4076961125.97,,0.072800094239604,27.68,4525.1000000000004,
NEWTOWN,JG,2009,98,97,F,128178467,-13171581,152630240,4726084,13238745,90141582,105926028,70846082,9243400,107654257,533674,533674,317000,317000,-1511555,4673265,-1511555,0,,73259419,73259419,1634009,2000000,11270531,N,,N,N,89761007,88934425,0.990791302062821,90879118,89544542,0.985314822267531,,,57.76,,5610981061.43,,0.064133016627078,23.2,5626.98,
NORFOLK,JG,2009,99,98,L,3906255,2872722,6778977,251272,1015625,5962229,7214399,4071838,157991,7583193,8088,471753,163762,163762,-524468,494810,-60803,0,657540.66,2313665,2971205.66,0,250000,1337225,N,,N,N,5988759,5861433,0.978739167830931,6134208,5941485,0.968582252183167,,,45.31,,425726619.03,,0.067092651757188,27.82,259.33999999999997,
NORTH BRANFORD,JG,2009,100,99,NH,38177918,5717930,43895848,7358962,11618690,33325925,45631554,29728194,4004248,45005307,469473,734473,294894,294894,800826,735486,1065826,0,,41818017,41818017,1526495,426000,6769123,N,,N,N,32439503,31896753,0.983268855876121,33101982,32234427,0.973791448499972,,,24.92,,1983467813.04,,0.070437566702241,24.95,2499.36,
CANTERBURY,JG,2009,22,22,W,8720492,3506695,12238450,393554,6521505,7771389,14448522,11115591,555084,13880643,0,0,323273,323273,244606,105839,244606,0,,860000,860000,20951,354412,2468144,N,,N,N,7766561,7540208,0.97085544039376,8013324,7681050,0.95853481027349,,,39.89,,594781959,,0.076007326007326,21.95,824.7,
CANTON,JG,2009,23,23,H,62724243,9328198,72085413,5705509,5757548,28602409,35387073,23364439,2499938,33899533,0,0,840351,840351,647189,680709,647189,0,,14964853,14964853,53242,0,4957892,N,,N,N,28601886,28273607,0.988522470161583,29286434,28502374,0.973227877453431,,,24.56,,1773180001.14,,0.063427109974425,30.43,1783.9,
CHAPLIN,BP,2009,24,24,W,4997663,1158392,6168242,-85124,2773117,4797747,7678158,5908056,340290,7616724,0,0,215500,215500,-154066,-15289,-154066,0,0,727322,727322,60359,0,658824,N,,N,N,4755876,4634102,0.974395043100367,4877032,4724458,0.968715809123254,,,19.440000000000001,,252863043.79,,0.074933687002653,36.75,314.11,
CHESHIRE,JG,2009,25,25,NH,90671138,17499337,108349095,5568835,22600186,71546221,96524388,63051443,10774110,96814093,957948,957948,2188392,2188392,-1520149,2093880,-1520149,0,,71537604,71537604,1182325,767999,10469545,N,,N,Y,71072332,70787990,0.995999258895853,71342403,71015553,0.995418573159079,,,32.909999999999997,,4354132462.69,,0.063717532467533,28.05,4997.4399999999996,
CHESTER,JG,2009,26,26,M,7539826,2690745,10513656,1156534,1409258,10320015,12115914,8432858,431190,11700744,133650,133650,649523,649523,-100703,77360,-100703,0,4686141.47,2650000,7336141.47,396889,0,1745016,N,,N,N,10314055,10158718,0.98493928915446,10497203,10213160,0.972941077732802,,,16.03,,732029079.21,,0.065623641894828,23.87,584.57000000000005,
CLINTON,BP,2009,27,27,M,39339083,4426253,43765336,-559710,9965372,34605637,45547139,30748842,1927537,44394439,0,0,2088248,2088248,-935548,1312285,-935548,0,,16281980,16281980,355367,250000,5753929,N,,N,N,34582861,34290064,0.991533465088386,35086712,34508033,0.983507175023981,,,16.28,,2547863310.33,,0.067132518093337,20.94,2129.4299999999998,
COLCHESTER,JG,2009,28,28,NL,61882487,7620818,69503305,-3431646,18522145,29517925,49427283,36921607,4053201,50028793,0,0,311331,311331,-912841,-210668,-912841,0,,21320000,21320000,149183,285922,3906018,N,,N,N,28929185,28468875,0.984088386866066,30182156,29189724,0.967118584901622,,,49.06,,1851878356.08,,0.072713229614918,23.01,3209.93,
COLEBROOK,BP,2009,29,29,L,4123079,2033740,6161142,-290141,884172,4484151,5481185,3831032,190152,5488981,7000,7000,50500,50500,-51296,-230060,-51296,0,885691.21,947725,1833416.21,0,3300,1160576,N,,N,N,4379600,4303508,0.982625810576308,4549808,4408130,0.968860664010437,,,31.49,,267797540.21,,0.039506172839506,23.7,255.79,
COLUMBIA,BP,2009,30,30,T,8268377,4812570,13099640,511526,4528289,11434910,16400118,11894985,960533,16316545,5547,5547,208227,208227,-119107,-742071,-119107,0,,4410000,4410000,135598,0,1125745,Y,,N,N,11438102,11265889,0.984943918143063,11671325,11365615,0.973806744307095,,,21.35,,802659882.76,,0.066838046272494,21.8,847.13,
CORNWALL,BP,2009,31,31,L,5745155,2133233,8125893,-11214,610758,5451529,6161919,4016396,386569,5923353,20000,20000,569000,569000,-310434,-36210,-310434,0,550809.3,2355000,2905809.3,0,164042,1137249,N,,N,N,5416627,5354070,0.988450930809893,5602966,5395825,0.963030116548985,,,46,,608085059.45,,0.061594202898551,12.05,186.05,
COVENTRY,JG,2009,32,32,T,93201542,12357291,105561011,1636508,12365688,24121508,37018495,25815014,4322786,37652013,1017384,1017384,217019,217019,166847,192869,166847,0,,23660470,23660470,358753,0,2655886,N,,N,N,24067778,23522202,0.977331683880415,24779275,23891650,0.964178734042864,,,37.72,,1446495746.3,,0.071040534893439,28.09,2024.59,
CROMWELL,JG,2009,33,33,M,79977008,15051100,95038071,-1257057,6776783,35388867,43321453,26760282,3742537,42828472,243514,243514,1213900,1213900,-477405,1178993,-477405,0,,29711850,29711850,408567,282750,5261968,N,,N,N,35341525,35011177,0.990652695377463,36049650,35176600,0.975782011753235,,,12.39,,1929219407.14,,0.070507201001879,26.21,2009.77,
DANBURY,JG,2009,34,34,F,139376277,11197507,152087495,-2662542,43575163,152551430,206365345,121411300,12307636,208343359,0,2051354,744048,744048,-2722062,-1338570,-670708,0,,129059690,129059690,1390780,4000000,26310395,N,,N,N,153576576,150822994,0.982070299574852,159288817,152533222,0.957589018945379,,,42.11,,10347419782.86,,0.075345220538946,21.35,10132.82,
DARIEN,JG,2009,35,35,F,93213796,24183198,117396994,777538,10883824,96223301,110720620,74728039,10663660,108105979,1290808,31634696,5523121,35757009,-1617672,540871,-1507672,0,,89722365,89722365,81204,1100000,16080147,N,,N,N,96009567,95204297,0.991612606689498,97070964,95588642,0.98472950160462,,,12.86,,12460762951.76,,0.062173913043478,14.55,4714.62,
DEEP RIVER,BP,2009,36,36,M,9463833,-248377,9584382,353336,2524631,11159960,14695444,9898159,953109,15024146,0,0,39765,39765,-368467,113798,-368467,0,6279954.78,482852,6762806.78,0,0,339231,N,,N,N,11170153,10965901,0.98171448502093,11440742,11084263,0.968841269211385,,,13.55,,797932677.33,,0.076981707317073,21.73,661.47,
DERBY,BP,2009,37,37,NH,21044990,14788936,35837479,4443698,12310056,23586413,37271196,19873813,2262919,38788369,0,2097700,186738,2396028,-1703911,1160914,-1815501,0,,13320988,13320988,0,0,1528421,N,,N,N,23770599,23143785,0.973630702364715,24927679,23608401,0.947075778695642,,,4.98,,1380321087.77,,0.094454072790295,26.4,1568.98,
DURHAM,BP,2009,38,38,M,40885571,4318977,45377437,-1212617,4497451,20235497,25180626,20377712,0,25741964,153500,153500,265000,265000,-672838,434543,-672838,0,9872374.84,19621,9891995.84,89844,0,2529215,Y,,N,N,20127191,19868374,0.987140927911898,20443283,20103434,0.98337600668151,,,23.6,,1121857150.08,,0.059012629161883,26.25,1428.27,
EAST GRANBY,JG,2009,39,40,H,21372556,3922605,26086330,2766048,2779190,14467873,17846299,12449844,597825,16761772,100000,100000,533721,533721,650806,452644,650806,0,,1390000,1390000,1186823,0,3258924,N,,N,N,14367008,14156773,0.985366820983186,14786037,14376418,0.972296904167087,,,17.48,,831397082.04,,0.065310141122415,28.8,906.36,
EAST HADDAM,BP,2009,40,41,M,47581880,15881114,63903984,-2086925,6772352,20112690,28044944,19669609,2361928,28743249,1565055,1565055,1596999,1596999,-730249,652897,-730249,0,,18940239,18940239,0,1198420,6145334,N,,N,N,20064556,19846310,0.989122809395832,20291827,20017205,0.986466373875551,,,54.33,,1393560644.29,,0.064301972685888,20.55,1458.22,
EAST HAMPTON,JG,2009,41,42,M,63685094,12008857,75710212,499101,11503080,26977875,39089949,27066537,2153027,37454881,0,0,1612226,1612226,22842,626667,22842,0,,10511516,10511516,1687,0,4594273,N,,N,N,26929975,26429212,0.981404995734307,27406671,26722972,0.975053555391678,,,35.590000000000003,,1709710103.27,,0.080910586944597,23.81,2066.0700000000002,
EAST HARTFORD,JG,2009,42,43,H,115698000,-5619000,110273000,-13187000,57601000,100745000,165237000,92242000,9777000,167008000,520000,520000,316000,316000,-1567000,-576000,-1567000,0,,54220000,54220000,943000,0,13642000,N,,N,Y,99128000,96764000,0.976152045839722,102796000,99200000,0.965018094089264,,,18.02,,4904766423.94,,0.105590062111801,31.67,7917.59,
EAST HAVEN,BP,2009,43,44,NH,36790597,-176290,38443640,-11692351,26567280,50718358,80248382,47501312,8102652,83239586,0,0,697460,697460,-3688664,-3187370,-3688664,0,,53830000,53830000,0,0,-2785008,N,,N,Y,49838834,48724546,0.977642173570915,51576451,49364955,0.957121981890534,,,12.26,,3279898968.91,,0.085106382978723,22.85,3810.03,
EAST LYME,JG,2009,44,45,NL,39804580,20286056,60090636,-268618,12748779,43711314,61540684,42299028,6370107,63330214,2067567,2067567,617203,665370,-339166,-18918,-387333,0,,46697648,46697648,128683,350000,3955559,N,,N,N,43667884,43079515,0.986526276381974,44348520,43394689,0.978492382609386,,,34.03,,3396007521.57,,0.068371864240039,19.186,2934.53,
EAST WINDSOR,BP,2009,45,47,H,39246899,6780560,46049406,-1906440,8607535,22039940,31282789,20760869,2029137,33646257,452278,452278,292361,292361,-2203551,109675,-2203551,0,,10347793,10347793,0,1250000,3104712,N,,N,N,22097869,21324580,0.965006173219689,23264505,21744386,0.934659301799028,,,26.28,,1542874108.57,,0.084907108859205,20.913499999999999,1525.81,
EASTFORD,BP,2009,46,39,W,2404841,1116577,3737298,53521,1558486,3261902,4857982,3829616,0,4944019,0,0,75046,75046,-161083,198030,-161083,0,,0,0,85026,2500,860206,N,,N,N,3145356,3083455,0.980319874761394,3261452,3157487,0.968123093640501,,,28.88,,230485274.29,,0.0654296875,19.86,266.69,
EASTON,BP,2009,47,46,F,51600421,6959997,58560418,2112248,2126327,35907157,39108064,24900625,4183436,39675403,122065,10264002,186428,10317965,-631702,180129,-621302,0,10514240.73,31460000,41974240.73,0,1237200,4922491,N,,N,Y,35768293,35453602,0.991201956436669,36282592,35656447,0.982742550477099,,,27.42,,2202760061.09,,0.060118089103596,21.6,1590.04,
ELLINGTON,JG,2009,48,48,T,43040275,5181692,48803075,231517,13582654,29966770,45264063,30967610,2569334,45787297,144771,144771,248500,248500,-626963,1167659,-626963,0,,16592655,16592655,28300,3611162,5967622,N,,Y,N,30171558,29682760,0.983799378209107,31009743,29923555,0.964972686165119,,,34.049999999999997,,1857807278.43,,0.067922874671341,24.4,2661.79,
ENFIELD,JG,2009,49,49,H,174618000,41210000,215893000,-2773000,37644000,77302000,118199000,73847000,5418000,112676000,654000,1091000,9685000,9685000,-3508000,1813000,-3071000,0,,35008000,35008000,3908000,2500000,19142000,Y,,N,N,75592000,74118000,0.980500582072177,79571000,76091000,0.956265473602192,,,33.380000000000003,,4888653263.4,,0.084227155566642,23.88,6398.82,
ESSEX,JG,2009,50,50,M,14057982,3174205,17232187,-74978,1564130,18093636,20368416,13831806,753922,20174179,0,28063,305201,305201,-110964,376781,-82901,0,7718683.75,10756670,18475353.75,436131,150000,2881950,N,,N,N,18102020,17871117,0.987244351735331,18374807,18031358,0.981308701636975,,,10.36,,1754140000.35,,0.061602714695902,17.600000000000001,975.22,
FAIRFIELD,BP,2009,51,51,F,240836000,3681000,244896000,7288000,20508000,218781000,252847000,151011000,23180000,249409000,269000,269000,4028000,4028000,-321000,-662000,-321000,0,,212642000,212642000,954000,0,11217000,N,,N,Y,218377000,215786000,0.988135197388003,221279000,217229000,0.981697314250336,,,30.03,,16375127214.35,,0.07419975511632,18.579999999999998,9956.92,
FARMINGTON,JG,2009,52,52,H,66566819,16090463,82657282,5465593,11010560,71216753,86393006,52626772,9331668,85738464,0,14656368,1346000,15883677,-691458,546061,-572767,0,,69068009,69068009,493720,950000,8467200,N,,N,N,70893322,70715115,0.997486265349506,71154779,70897977,0.996390938126587,,,28.06,,5264313574.29,,0.063028732566115,19.47,4167.67,
FRANKLIN,BP,2009,53,53,NL,7948587,952860,8909944,113093,1710963,4159289,6051643,4253663,507392,6216395,120419,120419,144000,144000,-188333,-219461,-188333,0,,1887000,1887000,0,181052,570229,N,,N,N,4071770,3974492,0.976109161372081,4212304,4048796,0.961183238436732,,,19.510000000000002,,326464422.64,,0.065778517901749,23,302.07,
GLASTONBURY,JG,2009,54,54,H,167909894,37313643,205223537,6228442,9546377,115600163,136516782,83715229,10881655,135567883,1668168,13598262,4550545,14491644,-1933478,3905888,55517,0,,90100480,90100480,274528,2444388,19625637,N,,N,N,115587894,114581091,0.991289719319568,115905342,114898539,0.991313575520963,,,51.37,,5830109185.71,,0.057901281288858,28.35,7020.83,
GOSHEN,BP,2009,55,55,L,3506615,2874863,6762736,-5155,353293,8690359,9261717,6724961,0,9110539,50000,50000,419234,419234,-218056,448413,-218056,0,2306757.88,0,2306757.88,0,648874,2151616,N,,N,N,8634293,8587587,0.994590639905317,8733318,8642581,0.989610248934025,,,43.66,,854305175.71,,0.07027027027027,14.4,430.5,
GRANBY,JG,2009,56,56,H,45963355,10519282,57627290,1425529,9715349,30602659,41724429,27848851,4179624,40365278,12587,12587,1378480,1378480,-6742,283821,-6742,0,,31872759,31872759,367592,2161000,5686496,N,,N,N,30523880,30222246,0.990118097699244,30934394,30516308,0.986484752214638,,,40.69,,1495997300,,0.06140625,29.35,2204.7600000000002,
ANDOVER,BP,2009,1,1,T,6036378,2018999,8183589,242056,2720551,7532534,10404226,8056856,228951,9920656,0,0,146004,146004,337566,361476,337566,0,4839675.08,1246131,6085806.08,3153,0,1356589,N,,N,N,7513565,7425329,0.988256440185185,7637065,7486684,0.980309058519209,,,15.45,,416011483.37,,0.064676616915423,27.6,641.76,
ANSONIA,BP,2009,2,2,NH,29652009,21485077,51145315,-1673881,26302924,28644425,58164892,31520992,8934708,57203675,0,0,0,0,961217,635266,961217,0,,28480079,28480079,1959754,421985,8429778,N,,N,N,29438985,28314350,0.961797765785743,31694257,29197850,0.921234720851793,,,6.03,,1675945517.14,,0.098595757394682,25.25,2854.78,
